ID_Cliente,Edad,Género,Ítem_Comprado,Categoría,Cantidad_Pagada (dólares),Ubicación,Talla,Color,Temporada,Calificación_Reseña,Suscripción,Tipo_Envío,Descuento,Compras_Anteriores,Tipo_Pago,Frecuencia_Compra
874,51,Masculino,Botas,Calzado,"$77,00",Mississippi,M,Rosa,Verano,"4,2",Sí,Envío gratis,Sí,24,Venmo,Trimestral
875,25,Masculino,Chaqueta,Ropa de abrigo,"$65,00",Maine,M,Magenta,Otoño,"4,4",Sí,Envío gratis,Sí,10,Venmo,Trimestral
876,37,Masculino,Sandalias,Calzado,"$39,00",North Dakota,L,Gris,Verano,"4,1",Sí,Envío gratis,Sí,7,Transferencia bancaria,Trimestral
877,41,Masculino,Cinturón,Accesorios,"$51,00",Nebraska,L,Gris,Verano,"3,8",Sí,Envío en 2 días,Sí,1,Tarjeta de débito,Semanalmente
878,64,Masculino,Bolso,Accesorios,"$65,00",Nebraska,M,Naranja,Invierno,"4,9",Sí,Entrega al día siguiente,Sí,45,Venmo,Trimestral
879,23,Masculino,Gafas de sol,Accesorios,"$89,00",Tennessee,S,Negro,Verano,"4,9",Sí,Express,Sí,37,Tarjeta de débito,Semanalmente
880,62,Masculino,Falda,Ropa,"$76,00",Wyoming,S,Lavanda,Primavera,"4,1",Sí,Envío gratis,Sí,14,PayPal,Trimestral
881,39,Masculino,Mochila,Accesorios,"$75,00",Nevada,L,Rojo,Primavera,"3,1",Sí,Express,Sí,25,Tarjeta de débito,Mensual
882,52,Masculino,Sandalias,Calzado,"$61,00",South Carolina,M,Plata,Verano,"2,7",Sí,Entrega al día siguiente,Sí,18,Venmo,Anualmente
883,50,Masculino,Botas,Calzado,"$35,00",Virginia,M,Cian,Otoño,"3,8",Sí,Entrega al día siguiente,Sí,37,Dinero,Trimestral
884,28,Masculino,Zapatillas,Calzado,"$37,00",Pennsylvania,S,Oro,Otoño,"4,3",Sí,Envío gratis,Sí,30,Transferencia bancaria,Mensual
885,67,Masculino,Falda,Ropa,"$91,00",Hawaii,L,Amarillo,Invierno,"4,1",Sí,Express,Sí,34,Transferencia bancaria,Semanalmente
886,41,Masculino,Traje,Ropa,"$99,00",Ohio,L,Púrpura,Otoño,"4,4",Sí,Envío gratis,Sí,49,Tarjeta de débito,Trimestral
887,19,Masculino,Bermudas,Ropa,"$54,00",Utah,S,Marrón,Verano,"3,6",Sí,Express,Sí,48,Transferencia bancaria,Mensual
888,70,Masculino,Bolso,Accesorios,"$47,00",Minnesota,L,Turquesa,Invierno,"3,3",Sí,Envío en 2 días,Sí,33,PayPal,Quincenal
889,49,Masculino,Bufanda,Accesorios,"$77,00",New Hampshire,S,Oro,Primavera,"3,6",Sí,Express,Sí,44,Dinero,Anualmente
890,59,Masculino,Cinturón,Accesorios,"$84,00",Arizona,S,Aceituna,Otoño,"2,8",Sí,Envío gratis,Sí,50,Venmo,Semanalmente
891,52,Masculino,Guantes,Accesorios,"$51,00",New York,S,Púrpura,Primavera,"4,3",Sí,Envío en 2 días,Sí,47,Tarjeta de crédito,Mensual
892,20,Masculino,Falda,Ropa,"$26,00",Pennsylvania,S,Lavanda,Verano,"3,9",Sí,Recogida en tienda,Sí,24,PayPal,Trimestral
893,31,Masculino,Bermudas,Ropa,"$64,00",New Mexico,L,Gris,Verano,"2,7",Sí,Envío gratis,Sí,43,Tarjeta de débito,Mensual
894,33,Masculino,Mochila,Accesorios,"$51,00",Nebraska,M,Rojo,Primavera,"4,7",Sí,Express,Sí,14,Venmo,Mensual
895,44,Masculino,Sudadera,Ropa,"$60,00",Wyoming,L,Púrpura,Primavera,"3,8",Sí,Envío gratis,Sí,3,Tarjeta de débito,Trimestral
896,40,Masculino,Sombrero,Accesorios,"$69,00",Mississippi,XL,Aceituna,Primavera,"4,7",Sí,Entrega al día siguiente,Sí,33,Tarjeta de débito,Trimestral
897,69,Masculino,Joyas,Accesorios,"$29,00",Arkansas,M,Lavanda,Primavera,"4,7",Sí,Express,Sí,38,Dinero,Quincenal
898,29,Masculino,Camisa,Ropa,"$91,00",Illinois,M,Gris,Primavera,"3,4",Sí,Express,Sí,46,Venmo,Semanalmente
899,54,Masculino,Cinturón,Accesorios,"$70,00",Nevada,L,Rojo,Primavera,"3,5",Sí,Envío en 2 días,Sí,19,Transferencia bancaria,Trimestral
900,65,Masculino,Jersey,Ropa,"$58,00",Rhode Island,M,Durazno,Verano,"4,0",Sí,Estándar,Sí,20,PayPal,Anualmente
901,54,Masculino,Sombrero,Accesorios,"$98,00",West Virginia,L,Gris,Otoño,"3,3",Sí,Envío gratis,Sí,42,Transferencia bancaria,Trimestral
902,60,Masculino,Bufanda,Accesorios,"$68,00",Missouri,L,Violeta,Verano,"4,7",Sí,Envío en 2 días,Sí,34,Dinero,Mensual
903,43,Masculino,Sombrero,Accesorios,"$44,00",Kentucky,M,Beige,Verano,"2,8",Sí,Entrega al día siguiente,Sí,5,Dinero,Mensual
904,44,Masculino,Chaqueta,Ropa de abrigo,"$45,00",Washington,M,Azul,Invierno,"3,3",Sí,Express,Sí,3,PayPal,Trimestral
905,69,Masculino,Camiseta,Ropa,"$99,00",Alaska,L,Magenta,Primavera,"2,9",Sí,Envío gratis,Sí,46,PayPal,Trimestral
906,46,Masculino,Traje,Ropa,"$68,00",Mississippi,S,Cian,Primavera,"2,8",Sí,Estándar,Sí,16,Venmo,Anualmente
907,41,Masculino,Pantalones,Ropa,"$56,00",South Carolina,M,Rojo,Primavera,"4,2",Sí,Estándar,Sí,21,Tarjeta de débito,Quincenal
908,32,Masculino,Jersey,Ropa,"$43,00",Missouri,L,Cian,Invierno,"4,4",Sí,Express,Sí,34,Tarjeta de crédito,Quincenal
909,26,Masculino,Gafas de sol,Accesorios,"$99,00",New Jersey,M,Turquesa,Invierno,"3,6",Sí,Envío gratis,Sí,9,PayPal,Trimestral
910,61,Masculino,Cinturón,Accesorios,"$56,00",Louisiana,L,Plata,Otoño,"2,7",Sí,Express,Sí,36,PayPal,Semanalmente
911,49,Masculino,Sudadera,Ropa,"$25,00",South Carolina,S,Rosa,Primavera,"3,4",Sí,Express,Sí,22,Tarjeta de crédito,Mensual
912,53,Masculino,Pantalones,Ropa,"$74,00",Vermont,M,Negro,Invierno,"2,8",Sí,Envío en 2 días,Sí,2,Transferencia bancaria,Trimestral
913,24,Masculino,Sudadera,Ropa,"$56,00",Arkansas,M,Verde,Invierno,"3,4",Sí,Entrega al día siguiente,Sí,32,Transferencia bancaria,Mensual
914,37,Masculino,Zapatillas,Calzado,"$47,00",Utah,M,Amarillo,Otoño,"2,6",Sí,Entrega al día siguiente,Sí,29,Dinero,Trimestral
915,43,Masculino,Traje,Ropa,"$67,00",Washington,L,Púrpura,Verano,"4,1",Sí,Estándar,Sí,27,Venmo,Trimestral
916,31,Masculino,Traje,Ropa,"$22,00",Rhode Island,L,Púrpura,Invierno,"2,9",Sí,Recogida en tienda,Sí,33,Tarjeta de crédito,Quincenal
917,49,Masculino,Vaqueros,Ropa,"$34,00",Illinois,S,Azul,Primavera,"2,7",Sí,Estándar,Sí,16,Venmo,Mensual
918,69,Masculino,Jersey,Ropa,"$64,00",Missouri,M,Granate,Primavera,"3,7",Sí,Estándar,Sí,11,Transferencia bancaria,Trimestral
919,65,Masculino,Bermudas,Ropa,"$42,00",North Carolina,M,Naranja,Primavera,"4,3",Sí,Envío en 2 días,Sí,11,Dinero,Quincenal
920,41,Masculino,Camisa,Ropa,"$82,00",Massachusetts,L,Verde,Invierno,"2,6",Sí,Envío en 2 días,Sí,17,Tarjeta de débito,Quincenal
921,37,Masculino,Cinturón,Accesorios,"$81,00",Arkansas,XL,Oro,Verano,"4,3",Sí,Envío gratis,Sí,37,Dinero,Semanalmente
922,70,Masculino,Abrigo,Ropa de abrigo,"$24,00",South Dakota,L,Plata,Verano,"4,1",Sí,Express,Sí,18,PayPal,Semanalmente
923,63,Masculino,Zapatillas,Calzado,"$60,00",Georgia,M,Cian,Otoño,"4,2",Sí,Estándar,Sí,13,Tarjeta de crédito,Mensual
924,55,Masculino,Camisa,Ropa,"$24,00",Arkansas,M,Plata,Primavera,"4,2",Sí,Envío en 2 días,Sí,7,PayPal,Semanalmente
925,52,Masculino,Medias,Ropa,"$78,00",Kansas,XL,Beige,Invierno,"3,1",Sí,Estándar,Sí,37,Dinero,Trimestral
926,22,Masculino,Vaqueros,Ropa,"$88,00",Arizona,L,Verde azulado,Invierno,"4,9",Sí,Express,Sí,8,Dinero,Mensual
927,54,Masculino,Vaqueros,Ropa,"$63,00",Massachusetts,XL,Verde,Primavera,"4,4",Sí,Express,Sí,11,Dinero,Quincenal
928,28,Masculino,Zapatillas,Calzado,"$78,00",New Mexico,L,Negro,Verano,"4,4",Sí,Estándar,Sí,8,Venmo,Quincenal
929,67,Masculino,Traje,Ropa,"$37,00",Arkansas,XL,Amarillo,Invierno,"3,4",Sí,Recogida en tienda,Sí,31,Dinero,Trimestral
930,59,Masculino,Botas,Calzado,"$94,00",Nebraska,M,Blanco,Otoño,"4,5",Sí,Envío en 2 días,Sí,26,Tarjeta de débito,Quincenal
931,26,Masculino,Camiseta,Ropa,"$78,00",Hawaii,L,Verde,Otoño,"4,5",Sí,Recogida en tienda,Sí,20,Tarjeta de crédito,Quincenal
932,24,Masculino,Abrigo,Ropa de abrigo,"$36,00",Nebraska,M,Plata,Invierno,"4,1",Sí,Estándar,Sí,24,Transferencia bancaria,Quincenal
933,62,Masculino,Falda,Ropa,"$24,00",Indiana,L,Azul,Invierno,"3,2",Sí,Estándar,Sí,45,Tarjeta de débito,Quincenal
934,70,Masculino,Zapatillas,Calzado,"$84,00",Colorado,M,Magenta,Primavera,"2,7",Sí,Recogida en tienda,Sí,33,Tarjeta de débito,Mensual
935,45,Masculino,Vaqueros,Ropa,"$47,00",Oregon,S,Amarillo,Primavera,"3,7",Sí,Express,Sí,21,Transferencia bancaria,Mensual
936,58,Masculino,Sudadera,Ropa,"$51,00",Ohio,L,Blanco,Otoño,"2,6",Sí,Recogida en tienda,Sí,2,Transferencia bancaria,Quincenal
937,31,Masculino,Zapatos,Calzado,"$84,00",Maine,M,Rosa,Verano,"2,7",Sí,Envío gratis,Sí,28,Dinero,Semanalmente
938,32,Masculino,Bermudas,Ropa,"$24,00",Iowa,M,Magenta,Verano,"2,7",Sí,Express,Sí,18,Venmo,Trimestral
939,36,Masculino,Blusa,Ropa,"$97,00",Wisconsin,S,Verde azulado,Otoño,"4,8",Sí,Envío gratis,Sí,21,Tarjeta de débito,Quincenal
940,25,Masculino,Camiseta,Ropa,"$89,00",New York,L,Índigo,Invierno,"4,8",Sí,Entrega al día siguiente,Sí,24,Tarjeta de crédito,Mensual
941,48,Masculino,Cinturón,Accesorios,"$44,00",Colorado,S,Granate,Primavera,"2,6",Sí,Recogida en tienda,Sí,15,PayPal,Trimestral
942,39,Masculino,Bolso,Accesorios,"$35,00",Illinois,L,Negro,Invierno,"4,5",Sí,Envío en 2 días,Sí,38,PayPal,Trimestral
943,26,Masculino,Traje,Ropa,"$91,00",Arizona,M,Cian,Invierno,"3,2",Sí,Express,Sí,38,PayPal,Quincenal
944,32,Masculino,Sombrero,Accesorios,"$63,00",Oklahoma,L,Cian,Invierno,"3,8",Sí,Entrega al día siguiente,Sí,13,Venmo,Quincenal
945,54,Masculino,Cinturón,Accesorios,"$97,00",Indiana,S,Gris,Primavera,"4,8",Sí,Express,Sí,39,Dinero,Quincenal
946,38,Masculino,Botas,Calzado,"$38,00",Minnesota,M,Violeta,Verano,"4,1",Sí,Recogida en tienda,Sí,8,Venmo,Trimestral
947,46,Masculino,Abrigo,Ropa de abrigo,"$24,00",Pennsylvania,XL,Azul,Primavera,"2,8",Sí,Entrega al día siguiente,Sí,4,PayPal,Trimestral
948,57,Masculino,Blusa,Ropa,"$32,00",Indiana,M,Carbón,Invierno,"3,9",Sí,Recogida en tienda,Sí,6,Dinero,Trimestral
949,49,Masculino,Sombrero,Accesorios,"$90,00",Alabama,L,Aceituna,Verano,"4,9",Sí,Express,Sí,11,Venmo,Trimestral
950,33,Masculino,Vaqueros,Ropa,"$36,00",Montana,M,Aceituna,Verano,"3,4",Sí,Estándar,Sí,49,Venmo,Mensual
951,54,Masculino,Mochila,Accesorios,"$37,00",New Mexico,XL,Turquesa,Invierno,"4,1",Sí,Envío gratis,Sí,30,PayPal,Trimestral
952,47,Masculino,Traje,Ropa,"$51,00",Alaska,M,Cian,Verano,"2,9",Sí,Express,Sí,34,Transferencia bancaria,Mensual
953,36,Masculino,Sombrero,Accesorios,"$71,00",Idaho,S,Rojo,Otoño,"3,1",Sí,Envío en 2 días,Sí,28,PayPal,Mensual
954,68,Masculino,Gafas de sol,Accesorios,"$50,00",Utah,S,Cian,Primavera,"3,6",Sí,Envío en 2 días,Sí,36,Venmo,Trimestral
955,60,Masculino,Sombrero,Accesorios,"$74,00",Louisiana,S,Turquesa,Otoño,"3,5",Sí,Estándar,Sí,18,Tarjeta de crédito,Trimestral
956,55,Masculino,Traje,Ropa,"$75,00",Mississippi,L,Lavanda,Verano,"3,4",Sí,Envío gratis,Sí,4,PayPal,Mensual
957,29,Masculino,Camisa,Ropa,"$99,00",Mississippi,XL,Cian,Primavera,"2,9",Sí,Envío en 2 días,Sí,42,Tarjeta de débito,Trimestral
958,38,Masculino,Bufanda,Accesorios,"$23,00",Indiana,XL,Violeta,Primavera,"4,7",Sí,Recogida en tienda,Sí,11,Dinero,Trimestral
959,70,Masculino,Zapatillas,Calzado,"$53,00",Washington,XL,Beige,Invierno,"4,4",Sí,Envío gratis,Sí,31,Tarjeta de crédito,Quincenal
960,36,Masculino,Falda,Ropa,"$99,00",Nevada,M,Cian,Primavera,"2,6",Sí,Estándar,Sí,12,Dinero,Quincenal
961,18,Masculino,Joyas,Accesorios,"$48,00",Louisiana,XL,Índigo,Primavera,"4,4",Sí,Estándar,Sí,20,Venmo,Trimestral
962,62,Masculino,Botas,Calzado,"$72,00",Pennsylvania,L,Aceituna,Otoño,"3,7",Sí,Entrega al día siguiente,Sí,37,Tarjeta de débito,Trimestral
963,29,Masculino,Gafas de sol,Accesorios,"$64,00",Michigan,L,Verde,Primavera,"4,4",Sí,Estándar,Sí,26,Tarjeta de débito,Quincenal
964,21,Masculino,Botas,Calzado,"$63,00",South Carolina,L,Verde,Primavera,"2,5",Sí,Envío en 2 días,Sí,14,Tarjeta de crédito,Semanalmente
965,42,Masculino,Sandalias,Calzado,"$51,00",Arizona,M,Beige,Primavera,"2,6",Sí,Entrega al día siguiente,Sí,12,Venmo,Quincenal
966,43,Masculino,Botas,Calzado,"$55,00",Delaware,L,Negro,Primavera,"5,0",Sí,Recogida en tienda,Sí,10,Tarjeta de crédito,Anualmente
967,58,Masculino,Traje,Ropa,"$55,00",Kentucky,M,Marrón,Primavera,"4,9",Sí,Express,Sí,19,Dinero,Anualmente
968,27,Masculino,Sudadera,Ropa,"$26,00",Georgia,S,Plata,Verano,"3,7",Sí,Recogida en tienda,Sí,4,Dinero,Semanalmente
969,57,Masculino,Bermudas,Ropa,"$67,00",North Carolina,L,Gris,Verano,"3,1",Sí,Entrega al día siguiente,Sí,48,Transferencia bancaria,Trimestral
970,40,Masculino,Abrigo,Ropa de abrigo,"$31,00",California,S,Rosa,Otoño,"3,2",Sí,Express,Sí,37,PayPal,Mensual
971,45,Masculino,Vaqueros,Ropa,"$66,00",California,S,Granate,Invierno,"4,4",Sí,Envío gratis,Sí,4,Dinero,Mensual
972,47,Masculino,Gafas de sol,Accesorios,"$67,00",Indiana,M,Cian,Verano,"4,3",Sí,Entrega al día siguiente,Sí,15,Tarjeta de crédito,Semanalmente
973,61,Masculino,Zapatillas,Calzado,"$61,00",Colorado,L,Oro,Invierno,"3,0",Sí,Estándar,Sí,33,Tarjeta de crédito,Semanalmente
974,60,Masculino,Chaqueta,Ropa de abrigo,"$75,00",Colorado,M,Verde azulado,Otoño,"3,5",Sí,Envío en 2 días,Sí,30,Transferencia bancaria,Trimestral
975,69,Masculino,Falda,Ropa,"$90,00",North Carolina,M,Beige,Primavera,"3,6",Sí,Envío en 2 días,Sí,23,Transferencia bancaria,Mensual
976,58,Masculino,Jersey,Ropa,"$40,00",Washington,M,Aceituna,Verano,"3,8",Sí,Envío en 2 días,Sí,2,Transferencia bancaria,Semanalmente
977,34,Masculino,Camiseta,Ropa,"$90,00",Florida,M,Gris,Otoño,"3,6",Sí,Express,Sí,50,Tarjeta de crédito,Trimestral
978,20,Masculino,Cinturón,Accesorios,"$20,00",Washington,M,Negro,Primavera,"4,6",Sí,Express,Sí,34,Dinero,Quincenal
979,56,Masculino,Guantes,Accesorios,"$40,00",Colorado,M,Turquesa,Verano,"2,5",Sí,Estándar,Sí,33,Tarjeta de crédito,Semanalmente
980,64,Masculino,Sombrero,Accesorios,"$33,00",New Hampshire,S,Marrón,Otoño,"3,5",Sí,Recogida en tienda,Sí,34,Tarjeta de débito,Mensual
981,56,Masculino,Botas,Calzado,"$98,00",Maryland,S,Magenta,Primavera,"4,0",Sí,Envío gratis,Sí,39,PayPal,Trimestral
982,27,Masculino,Cinturón,Accesorios,"$42,00",Maryland,M,Plata,Primavera,"3,5",Sí,Entrega al día siguiente,Sí,47,Tarjeta de crédito,Trimestral
983,35,Masculino,Abrigo,Ropa de abrigo,"$62,00",Texas,S,Rojo,Verano,"3,2",Sí,Estándar,Sí,37,PayPal,Mensual
984,24,Masculino,Sombrero,Accesorios,"$45,00",New Mexico,L,Índigo,Invierno,"3,5",Sí,Envío gratis,Sí,40,Venmo,Quincenal
985,26,Masculino,Zapatos,Calzado,"$78,00",Utah,M,Verde,Verano,"3,4",Sí,Envío gratis,Sí,8,Tarjeta de crédito,Quincenal
986,32,Masculino,Bolso,Accesorios,"$80,00",West Virginia,M,Gris,Otoño,"5,0",Sí,Express,Sí,12,Transferencia bancaria,Anualmente
987,54,Masculino,Bufanda,Accesorios,"$96,00",Connecticut,S,Durazno,Primavera,"4,5",Sí,Recogida en tienda,Sí,36,Transferencia bancaria,Mensual
988,62,Masculino,Bolso,Accesorios,"$47,00",West Virginia,M,Carbón,Verano,"2,8",Sí,Express,Sí,48,PayPal,Semanalmente
989,50,Masculino,Pantalones,Ropa,"$84,00",Ohio,M,Naranja,Invierno,"4,9",Sí,Envío en 2 días,Sí,47,PayPal,Quincenal
990,70,Masculino,Zapatos,Calzado,"$31,00",Texas,M,Beige,Primavera,"3,1",Sí,Recogida en tienda,Sí,2,Transferencia bancaria,Mensual
991,48,Masculino,Gafas de sol,Accesorios,"$63,00",Washington,S,Amarillo,Primavera,"4,8",Sí,Recogida en tienda,Sí,24,Dinero,Semanalmente
992,20,Masculino,Bermudas,Ropa,"$97,00",Wisconsin,XL,Blanco,Primavera,"2,7",Sí,Estándar,Sí,40,Transferencia bancaria,Quincenal
993,46,Masculino,Chaqueta,Ropa de abrigo,"$99,00",Louisiana,M,Gris,Invierno,"4,6",Sí,Express,Sí,50,Tarjeta de débito,Semanalmente
994,51,Masculino,Sandalias,Calzado,"$90,00",Iowa,M,Durazno,Invierno,"4,4",Sí,Recogida en tienda,Sí,25,Dinero,Semanalmente
995,53,Masculino,Zapatos,Calzado,"$68,00",New York,L,Violeta,Otoño,"3,2",Sí,Express,Sí,20,Tarjeta de débito,Mensual
996,44,Masculino,Joyas,Accesorios,"$80,00",Idaho,M,Magenta,Primavera,"3,0",Sí,Envío en 2 días,Sí,10,Venmo,Semanalmente
997,29,Masculino,Sandalias,Calzado,"$91,00",Delaware,L,Granate,Verano,"4,9",Sí,Estándar,Sí,32,Transferencia bancaria,Trimestral
998,64,Masculino,Pantalones,Ropa,"$30,00",Kentucky,M,Cian,Primavera,"3,6",Sí,Express,Sí,31,Dinero,Quincenal
999,51,Masculino,Zapatos,Calzado,"$90,00",Connecticut,M,Blanco,Primavera,"3,8",Sí,Entrega al día siguiente,Sí,48,Transferencia bancaria,Quincenal
1000,50,Masculino,Medias,Ropa,"$28,00",New Mexico,L,Marrón,Primavera,"2,9",Sí,Estándar,Sí,23,Tarjeta de débito,Mensual
1001,43,Masculino,Medias,Ropa,"$46,00",Georgia,M,Rojo,Invierno,"3,9",Sí,Express,Sí,1,Transferencia bancaria,Quincenal
1002,61,Masculino,Traje,Ropa,"$60,00",Washington,M,Naranja,Otoño,"3,6",Sí,Estándar,Sí,4,Tarjeta de débito,Quincenal
1003,55,Masculino,Zapatos,Calzado,"$59,00",North Dakota,M,Blanco,Primavera,"3,5",Sí,Recogida en tienda,Sí,3,Transferencia bancaria,Quincenal
1004,56,Masculino,Sombrero,Accesorios,"$68,00",Ohio,M,Verde,Otoño,"4,0",Sí,Recogida en tienda,Sí,3,Dinero,Quincenal
1005,33,Masculino,Mochila,Accesorios,"$79,00",Tennessee,M,Negro,Verano,"4,8",Sí,Envío en 2 días,Sí,44,Dinero,Anualmente
1006,43,Masculino,Mochila,Accesorios,"$94,00",New York,M,Oro,Invierno,"3,9",Sí,Recogida en tienda,Sí,5,Tarjeta de débito,Quincenal
1007,21,Masculino,Pantalones,Ropa,"$83,00",Michigan,S,Lavanda,Verano,"4,5",Sí,Entrega al día siguiente,Sí,50,Venmo,Trimestral
1008,58,Masculino,Guantes,Accesorios,"$62,00",Georgia,XL,Turquesa,Primavera,"4,8",Sí,Estándar,Sí,2,Tarjeta de crédito,Anualmente
1009,41,Masculino,Bufanda,Accesorios,"$85,00",New Mexico,M,Rosa,Primavera,"2,6",Sí,Recogida en tienda,Sí,29,PayPal,Anualmente
1010,39,Masculino,Sudadera,Ropa,"$30,00",Louisiana,M,Plata,Verano,"3,1",Sí,Express,Sí,11,Venmo,Anualmente
1011,54,Masculino,Vaqueros,Ropa,"$24,00",South Dakota,XL,Gris,Primavera,"4,7",Sí,Envío en 2 días,Sí,37,Tarjeta de crédito,Quincenal
1012,43,Masculino,Mochila,Accesorios,"$25,00",Montana,L,Índigo,Primavera,"2,9",Sí,Entrega al día siguiente,Sí,32,Tarjeta de débito,Quincenal
1013,28,Masculino,Sandalias,Calzado,"$37,00",New Mexico,L,Verde azulado,Verano,"3,8",Sí,Express,Sí,27,Tarjeta de crédito,Anualmente
1014,59,Masculino,Cinturón,Accesorios,"$69,00",South Carolina,XL,Verde,Verano,"3,8",Sí,Envío en 2 días,Sí,31,Venmo,Quincenal
1015,28,Masculino,Zapatos,Calzado,"$97,00",Ohio,M,Violeta,Verano,"3,0",Sí,Estándar,Sí,36,Tarjeta de débito,Quincenal
1016,68,Masculino,Guantes,Accesorios,"$24,00",North Carolina,M,Cian,Verano,"4,1",Sí,Estándar,Sí,34,Dinero,Semanalmente
1017,20,Masculino,Cinturón,Accesorios,"$30,00",Idaho,XL,Azul,Verano,"3,4",Sí,Express,Sí,15,Transferencia bancaria,Trimestral
1018,21,Masculino,Chaqueta,Ropa de abrigo,"$53,00",Oklahoma,L,Naranja,Otoño,"2,5",Sí,Express,Sí,14,Tarjeta de crédito,Anualmente
1019,50,Masculino,Traje,Ropa,"$70,00",Georgia,XL,Carbón,Primavera,"4,9",Sí,Entrega al día siguiente,Sí,46,Dinero,Semanalmente
1020,32,Masculino,Camisa,Ropa,"$76,00",Kentucky,S,Beige,Invierno,"2,8",Sí,Estándar,Sí,33,Venmo,Quincenal
1021,24,Masculino,Bufanda,Accesorios,"$95,00",Delaware,M,Negro,Otoño,"4,5",Sí,Express,Sí,41,Tarjeta de débito,Anualmente
1022,55,Masculino,Abrigo,Ropa de abrigo,"$51,00",Massachusetts,S,Lavanda,Invierno,"4,9",Sí,Envío en 2 días,Sí,39,PayPal,Semanalmente
1023,61,Masculino,Bolso,Accesorios,"$41,00",Nebraska,M,Lavanda,Invierno,"4,9",Sí,Recogida en tienda,Sí,7,Dinero,Anualmente
1024,61,Masculino,Gafas de sol,Accesorios,"$71,00",Maine,S,Turquesa,Invierno,"3,5",Sí,Envío gratis,Sí,29,Transferencia bancaria,Trimestral
1025,28,Masculino,Camiseta,Ropa,"$66,00",Pennsylvania,M,Púrpura,Verano,"3,5",Sí,Envío gratis,Sí,18,Venmo,Trimestral
1026,60,Masculino,Camisa,Ropa,"$84,00",Nebraska,M,Aceituna,Invierno,"4,9",Sí,Envío gratis,Sí,15,Tarjeta de crédito,Anualmente
1027,49,Masculino,Bolso,Accesorios,"$95,00",Virginia,L,Turquesa,Invierno,"3,0",Sí,Express,Sí,39,PayPal,Quincenal
1028,33,Masculino,Joyas,Accesorios,"$90,00",Ohio,L,Verde azulado,Verano,"2,8",Sí,Entrega al día siguiente,Sí,11,Dinero,Mensual
1029,45,Masculino,Sudadera,Ropa,"$36,00",Nebraska,S,Lavanda,Verano,"3,7",Sí,Estándar,Sí,4,Dinero,Quincenal
1030,29,Masculino,Guantes,Accesorios,"$22,00",Ohio,M,Púrpura,Primavera,"3,6",Sí,Envío en 2 días,Sí,33,Venmo,Quincenal
1031,58,Masculino,Abrigo,Ropa de abrigo,"$89,00",Kentucky,L,Azul,Invierno,"3,3",Sí,Entrega al día siguiente,Sí,37,Tarjeta de débito,Trimestral
1032,22,Masculino,Sandalias,Calzado,"$50,00",Tennessee,M,Verde azulado,Primavera,"3,4",Sí,Envío gratis,Sí,32,Dinero,Trimestral
1033,55,Masculino,Botas,Calzado,"$36,00",Maine,M,Lavanda,Otoño,"4,0",Sí,Envío gratis,Sí,44,Tarjeta de crédito,Trimestral
1034,19,Masculino,Pantalones,Ropa,"$52,00",Montana,S,Plata,Primavera,"4,6",Sí,Envío gratis,Sí,41,Transferencia bancaria,Trimestral
1035,68,Masculino,Medias,Ropa,"$29,00",Maryland,M,Aceituna,Otoño,"4,2",Sí,Entrega al día siguiente,Sí,44,Transferencia bancaria,Semanalmente
1036,61,Masculino,Blusa,Ropa,"$89,00",Georgia,M,Marrón,Otoño,"2,8",Sí,Express,Sí,32,Venmo,Anualmente
1037,68,Masculino,Bolso,Accesorios,"$47,00",Hawaii,M,Amarillo,Otoño,"3,7",Sí,Envío en 2 días,Sí,13,Transferencia bancaria,Mensual
1038,52,Masculino,Joyas,Accesorios,"$25,00",Rhode Island,XL,Marrón,Primavera,"3,4",Sí,Estándar,Sí,48,Tarjeta de débito,Trimestral
1039,41,Masculino,Pantalones,Ropa,"$74,00",Nebraska,XL,Cian,Otoño,"3,0",Sí,Express,Sí,3,Transferencia bancaria,Semanalmente
1040,29,Masculino,Cinturón,Accesorios,"$46,00",Michigan,M,Magenta,Otoño,"4,8",Sí,Estándar,Sí,39,Venmo,Mensual
1041,68,Masculino,Vaqueros,Ropa,"$22,00",North Carolina,S,Magenta,Otoño,"4,0",Sí,Entrega al día siguiente,Sí,7,Dinero,Quincenal
1042,36,Masculino,Camisa,Ropa,"$25,00",Minnesota,M,Naranja,Verano,"4,9",Sí,Entrega al día siguiente,Sí,11,Dinero,Quincenal
1043,55,Masculino,Cinturón,Accesorios,"$80,00",Maryland,M,Granate,Primavera,"4,9",Sí,Entrega al día siguiente,Sí,47,Tarjeta de crédito,Semanalmente
1044,28,Masculino,Vaqueros,Ropa,"$76,00",Hawaii,M,Verde,Primavera,"3,3",Sí,Envío en 2 días,Sí,28,Tarjeta de débito,Quincenal
1045,39,Masculino,Vaqueros,Ropa,"$30,00",Oregon,L,Verde azulado,Verano,"4,4",Sí,Entrega al día siguiente,Sí,17,Transferencia bancaria,Trimestral
1046,54,Masculino,Jersey,Ropa,"$79,00",New Mexico,L,Negro,Otoño,"3,5",Sí,Envío en 2 días,Sí,11,PayPal,Quincenal
1047,40,Masculino,Zapatillas,Calzado,"$22,00",Illinois,M,Magenta,Invierno,"4,2",Sí,Estándar,Sí,12,Venmo,Anualmente
1048,31,Masculino,Medias,Ropa,"$36,00",Utah,S,Aceituna,Otoño,"4,2",Sí,Estándar,Sí,7,Tarjeta de crédito,Quincenal
